experiment_key,Accuracy,Precision,Recall,F1_Score
SKAB_seed_7_fold_1_CNN1D_original,0.6668154429814773,0.5609756097560976,0.22002551020408162,0.31607879065506184
SKAB_seed_7_fold_1_Automata_original,0.6555951850200624,0.3142857142857143,0.007180156657963447,0.014039566049776643
SKAB_seed_7_fold_1_LSTM_noisy,0.6511939299263557,0.5179856115107914,0.04591836734693878,0.0843585237258348
SKAB_seed_7_fold_1_GRU_noisy,0.6478464628431154,0.47058823529411764,0.05102040816326531,0.09205983889528194
SKAB_seed_7_fold_1_CNN1D_noisy,0.5612586476232984,0.3174311926605505,0.22066326530612246,0.26034612490594433
SKAB_seed_7_fold_1_Automata_noisy,0.654480606330807,0.15384615384615385,0.0026109660574412533,0.005134788189987163
SKAB_seed_7_fold_1_Automata_unseen,0.6555951850200624,0.3142857142857143,0.007180156657963447,0.014039566049776643
SKAB_seed_7_fold_2_LSTM_original,0.6882366021792305,0.6162018592297477,0.2942295497780596,0.3982832618025751
SKAB_seed_7_fold_2_GRU_original,0.6582165888370024,0.5512820512820513,0.13633481293595434,0.21860701576004068
SKAB_seed_7_fold_2_CNN1D_original,0.7622859684233934,0.9669117647058824,0.33354470513633483,0.495992456388496
SKAB_seed_7_fold_2_Automata_original,0.6532652154597957,0.08333333333333333,0.0012978585334198572,0.0025559105431309905
SKAB_seed_7_fold_2_LSTM_noisy,0.7013564598621304,0.703125,0.2568167406467977,0.3762192289828147
SKAB_seed_7_fold_2_GRU_noisy,0.6602179230598176,0.5878136200716846,0.10399492707672796,0.17672413793103448
SKAB_seed_7_fold_2_CNN1D_noisy,0.7207026906826773,1.0,0.20355104629042486,0.3382507903055848
SKAB_seed_7_fold_2_Automata_noisy,0.649266992447801,0.25,0.012329656067488644,0.02350030921459493
SKAB_seed_7_fold_2_Automata_unseen,0.6532652154597957,0.08333333333333333,0.0012978585334198572,0.0025559105431309905
SKAB_seed_7_fold_3_LSTM_original,0.5362383281458426,0.27382146439317956,0.1669724770642202,0.2074468085106383
SKAB_seed_7_fold_3_GRU_original,0.5382392174299688,0.11228070175438597,0.03914373088685015,0.058049886621315196
SKAB_seed_7_fold_3_CNN1D_original,0.49933303690529124,0.2465078060805259,0.1834862385321101,0.21037868162692847
SKAB_seed_7_fold_3_Automata_original,0.6382411725516323,0.32558139534883723,0.017510944340212633,0.03323442136498516
SKAB_seed_7_fold_3_LSTM_noisy,0.5971542907959093,0.2689295039164491,0.06299694189602446,0.10208126858275521
SKAB_seed_7_fold_3_GRU_noisy,0.533348154735438,0.22048192771084338,0.11192660550458716,0.1484787018255578
SKAB_seed_7_fold_3_CNN1D_noisy,0.5804802134281903,0.3987138263665595,0.3033639143730887,0.3445640847516499
SKAB_seed_7_fold_3_Automata_noisy,0.6253608705307573,0.18115942028985507,0.015634771732332707,0.028785261945883708
SKAB_seed_7_fold_3_Automata_unseen,0.6382411725516323,0.32558139534883723,0.017510944340212633,0.03323442136498516
SKAB_seed_7_fold_4_LSTM_original,0.687867813490267,0.8674351585014409,0.18421052631578946,0.303886925795053
SKAB_seed_7_fold_4_GRU_original,0.6797193300135808,0.9070631970260223,0.14932680538555693,0.256437204414083
SKAB_seed_7_fold_4_CNN1D_original,0.6917157084653689,0.930379746835443,0.1799265605875153,0.30153846153846153
SKAB_seed_7_fold_4_Automata_original,0.6323762152385259,0.325,0.016270337922403004,0.03098927294398093
SKAB_seed_7_fold_4_LSTM_noisy,0.6801720235400633,0.7946666666666666,0.18237454100367198,0.2966650074664012
SKAB_seed_7_fold_4_GRU_noisy,0.6315074694431869,0.514018691588785,0.06731946144430845,0.11904761904761904
SKAB_seed_7_fold_4_CNN1D_noisy,0.5873698506111362,0.3843329253365973,0.19216646266829865,0.2562219502243982
SKAB_seed_7_fold_4_Automata_noisy,0.6346371241238978,0.3548387096774194,0.01376720901126408,0.02650602409638554
SKAB_seed_7_fold_4_Automata_unseen,0.6323762152385259,0.325,0.016270337922403004,0.03098927294398093
SKAB_seed_7_fold_5_LSTM_original,0.628281491286124,0.2,0.019472361809045227,0.035489410417859184
SKAB_seed_7_fold_5_GRU_original,0.643061989852195,0.30303030303030304,0.01256281407035176,0.024125452352231604
